anonID,birthdate,edad,routeDate,month,day,year,region,gender,areaWealthLevel,badWeather,weatherRestrictions,region-gender-areaWealthLevel-badWeather-weatherRestrictions,areaPopulation,routeTotalDistance,numberOfShops,marketShare,avgAreaBenefits,timeFromAvg,advertising,employeeLYScore,employeeTenure,employeePrevComps,success
VJRE5708,23/02/1974,48,05/12/2020,12,5,"2,020",NA,F,Low,No,No,NA-F-Low-No-No,16,22,24,68,9,1,2,3,3,2,1
KXYO7364,12/11/1966,55,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,7,22,22,50,11,0,0,1,3,2,1
IXEO6808,22/12/1980,41,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,4,24,29,77,14,0,2,3,1,1,1
SHLR9728,24/04/1973,49,13/05/2020,5,13,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,22,23,24,45,10,0,2,3,2,1,1
DYUQ2735,16/11/1984,37,21/05/2020,5,21,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,7,25,30,69,21,0,3,3,3,1,1
YNGQ1454,15/06/1974,48,05/11/2020,11,5,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,28,26,25,92,14,0,0,3,1,2,1
WGXX8879,11/12/1962,59,20/05/2020,5,20,"2,020",Europe,F,Mid,No,No,Europe-F-Mid-No-No,8,21,27,73,18,0,2,3,2,1,1
AKSJ8056,07/09/1960,61,19/05/2020,5,19,"2,020",NA,F,Low,No,No,NA-F-Low-No-No,29,18,23,53,18,0,3,3,3,2,1
LLDR2622,27/07/1968,53,05/12/2020,12,5,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,37,22,27,72,22,0,2,3,3,1,1
HCVJ3550,17/09/1967,54,05/12/2020,12,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,10,26,23,60,14,0,0,2,2,2,1
JWBL2176,29/06/1983,39,22/05/2020,5,22,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,26,24,29,40,13,1,0,3,0,1,-1
HUOI6874,28/02/1981,41,14/05/2020,5,14,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,6,28,25,60,17,1,3,3,3,3,1
RPTQ9668,15/05/1968,54,20/05/2020,5,20,"2,020",Europe,M,NA,No,No,Europe-M-NA-No-No,33,24,23,82,16,0,2,3,3,1,1
SJYE5882,23/06/1967,55,05/11/2020,11,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,68,26,26,79,22,0,3,5,3,2,1
SBDI9221,02/04/1964,58,20/05/2020,5,20,"2,020",LATAM,F,Mid,No,No,LATAM-F-Mid-No-No,55,22,25,76,21,1,3,5,2,2,1
QHGJ8883,12/06/1982,40,05/11/2020,11,5,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,5,24,27,85,13,0,2,3,1,1,1
ZLIB5554,18/02/1960,62,,nan,nan,nan,AMESA,M,Low,No,No,AMESA-M-Low-No-No,41,23,21,75,18,-1,2,4,2,1,1
NNVY6200,23/07/1975,46,19/05/2020,5,19,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,39,23,27,64,24,0,3,4,3,2,1
MPEF4035,12/09/1987,34,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,4,26,27,63,17,0,1,4,2,1,1
ZBWI7824,07/04/1964,58,,nan,nan,nan,AMESA,M,High,No,No,AMESA-M-High-No-No,7,23,24,73,24,0,3,3,2,2,1
FSOR7411,21/06/1979,43,22/05/2020,5,22,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,22,34,25,57,16,0,3,3,3,2,1
MCRC4897,23/05/1977,45,18/05/2020,5,18,"2,020",NA,M,NA,Yes,No,NA-M-NA-Yes-Yes,8,28,28,97,23,0,2,3,3,2,-1
RZNC2117,25/03/1975,47,15/05/2020,5,15,"2,020",AMESA,M,Low,No,No,AMESA-M-Low-No-No,43,23,23,54,13,0,2,3,3,2,-1
BSNQ4975,13/11/1961,60,15/05/2020,5,15,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,13,23,26,69,15,0,0,3,3,1,0
MUMU4830,16/09/1968,53,19/05/2020,5,19,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,18,22,23,76,17,0,0,2,3,2,1
OIEP2084,28/06/1988,34,,nan,nan,nan,NA,M,High,Yes,No,NA-M-High-Yes-Yes,31,24,22,96,21,0,3,4,2,1,1
BHIG5480,13/06/1969,53,19/05/2020,5,19,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,3,23,28,36,9,0,1,3,1,1,1
ZNKH4952,28/07/1986,35,22/05/2020,5,22,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,21,24,24,70,14,0,2,3,2,2,1
OQHC6637,12/06/1969,53,15/05/2020,5,15,"2,020",APAC,M,High,No,No,APAC-M-High-No-No,61,25,21,80,22,0,3,4,3,3,1
FNBS5776,19/03/1971,51,14/05/2020,5,14,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,6,25,27,65,17,0,1,1,3,2,1
ODBH6203,20/09/1988,33,13/05/2020,5,13,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,49,24,21,82,12,0,0,3,2,2,1
KNUF8942,15/02/1960,62,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,72,27,22,79,16,1,3,5,2,2,1
UABP9988,23/09/1984,37,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,4,16,29,74,25,0,3,3,2,1,1
ROCS7577,09/11/1988,33,20/05/2020,5,20,"2,020",NA,M,High,No,No,NA-M-High-No-No,46,22,24,90,23,0,3,4,2,1,-1
SUYQ4925,28/06/1967,55,18/05/2020,5,18,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,56,23,23,82,32,0,3,4,3,2,1
VVLD1687,22/04/1969,53,,nan,nan,nan,APAC,M,High,No,No,APAC-M-High-No-No,22,21,22,69,16,0,1,3,3,2,1
FDRK8481,26/10/1968,53,20/05/2020,5,20,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,8,22,23,66,18,0,2,3,1,2,1
TDSY1877,27/11/1976,45,,nan,nan,nan,Europe,M,Mid,No,No,Europe-M-Mid-No-No,14,22,28,78,24,0,3,3,0,0,1
OFRW1243,11/05/1968,54,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,55,23,24,100,19,0,3,3,0,1,1
AVJD4211,09/07/1970,52,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,7,30,25,51,20,-1,3,4,2,2,1
NYAK4930,29/12/1979,42,14/05/2020,5,14,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,34,23,22,65,18,0,2,3,2,2,1
KYCD8390,21/10/1965,56,05/12/2020,12,5,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,60,27,26,81,23,0,3,5,3,1,1
FQDZ8783,28/08/1985,36,13/05/2020,5,13,"2,020",NA,F,Mid,No,No,NA-F-Mid-No-No,49,24,19,69,19,0,3,4,2,2,1
JQFD3588,12/07/1980,42,,nan,nan,nan,Europe,M,Mid,No,No,Europe-M-Mid-No-No,41,25,25,81,22,0,3,4,2,2,1
GQZW2090,27/08/1989,32,22/05/2020,5,22,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,47,26,26,90,14,0,3,4,2,1,-1
MKWY2959,14/03/1985,37,15/05/2020,5,15,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,16,23,26,78,20,0,1,3,3,1,1
HZER6538,02/06/1972,50,15/05/2020,5,15,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,16,22,27,49,13,2,0,2,3,2,0
XGSX2767,20/12/1986,35,15/05/2020,5,15,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,7,26,27,74,17,0,3,3,2,2,1
ESHG3822,17/06/1972,50,13/05/2020,5,13,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,74,34,26,53,18,0,3,4,1,1,1
JYBO5013,03/07/1973,49,19/05/2020,5,19,"2,020",NA,F,Mid,Yes,No,NA-F-Mid-Yes-Yes,7,24,24,76,11,0,2,3,3,2,1
HQOA5219,20/10/1965,56,05/11/2020,11,5,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,11,29,25,92,19,0,1,3,3,1,1
PSEL2407,01/04/1964,58,19/05/2020,5,19,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,56,23,28,83,23,0,2,4,2,1,1
BKSS6942,10/03/1968,54,05/11/2020,11,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,9,25,25,62,15,1,2,2,3,2,1
APKV1358,30/07/1987,34,13/05/2020,5,13,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,4,21,28,71,15,1,2,3,2,2,1
ETTG7821,11/01/1986,36,15/05/2020,5,15,"2,020",NA,M,Low,Yes,No,NA-M-Low-Yes-Yes,54,26,22,44,18,0,2,4,2,2,1
YKUQ9702,10/05/1977,45,13/05/2020,5,13,"2,020",NA,M,Low,Yes,No,NA-M-Low-Yes-Yes,5,24,24,67,19,0,2,3,1,1,-1
NGHD2393,01/01/1981,41,05/11/2020,11,5,"2,020",APAC,M,Mid,Yes,No,APAC-M-Mid-Yes-Yes,6,20,24,76,16,0,0,3,2,1,1
KPPI2304,07/02/1974,48,14/05/2020,5,14,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,75,26,26,62,24,0,3,3,0,2,1
EOOT6431,11/05/1976,46,05/11/2020,11,5,"2,020",NA,M,High,Yes,No,NA-M-High-Yes-Yes,7,28,24,58,24,0,2,3,2,2,1
ZJDZ4332,02/10/1977,44,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,32,26,23,85,16,0,0,3,1,1,1
OSVH1183,14/09/1979,42,,nan,nan,nan,NA,M,Low,No,No,NA-M-Low-No-No,34,25,22,100,19,1,3,3,3,1,1
QDVN7539,18/11/1988,33,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,30,23,24,88,15,1,2,3,2,3,1
NSYA5416,21/07/1975,46,14/05/2020,5,14,"2,020",NA,M,High,No,No,NA-M-High-No-No,75,26,24,79,21,0,3,5,2,1,1
RWIB5451,26/02/1984,38,18/05/2020,5,18,"2,020",Europe,M,Mid,Yes,No,Europe-M-Mid-Yes-Yes,7,25,25,87,16,0,1,3,1,2,1
AQME3223,18/02/1964,58,13/05/2020,5,13,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,60,23,24,62,22,1,3,4,1,2,1
DDNH3712,18/08/1977,44,05/11/2020,11,5,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,17,25,24,68,20,0,3,3,2,2,1
FDWX6759,13/06/1986,36,05/11/2020,11,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,7,26,24,76,20,0,3,4,3,2,-1
MIDK1820,18/06/1963,59,13/05/2020,5,13,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,26,23,24,60,20,1,3,4,3,2,1
TGEJ1352,13/03/1984,38,13/05/2020,5,13,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,54,20,25,71,14,0,3,4,2,1,1
MZUH6188,17/02/1989,33,05/11/2020,11,5,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,4,23,26,56,13,0,2,3,0,1,1
KUIR9393,03/06/1964,58,15/05/2020,5,15,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,50,23,25,64,15,0,1,3,2,2,1
UTPD4822,02/04/1966,56,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,8,21,21,99,13,1,2,3,1,2,1
OXWK7934,09/09/1982,39,19/05/2020,5,19,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,8,21,25,67,17,0,1,3,2,1,1
KERJ5103,31/12/1984,37,21/05/2020,5,21,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,36,23,24,83,12,0,1,3,0,1,1
WHKJ9295,07/10/1978,43,21/05/2020,5,21,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,59,34,24,57,22,0,3,4,2,2,1
WZSG5890,12/07/1989,33,15/05/2020,5,15,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,31,26,28,65,12,0,0,3,2,1,0
KGSN8894,08/12/1983,38,21/05/2020,5,21,"2,020",NA,M,Mid,Yes,No,NA-M-Mid-Yes-Yes,6,23,24,50,19,0,2,3,3,2,1
LRRH7564,22/09/1984,37,21/05/2020,5,21,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,25,26,21,100,20,0,2,3,3,2,-1
KDGK5057,06/04/1982,40,21/05/2020,5,21,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,42,26,27,70,17,0,2,4,2,1,1
OTYB2437,04/06/1973,49,19/05/2020,5,19,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,31,23,29,67,12,0,2,3,3,1,1
MWCH1861,12/05/1977,45,15/05/2020,5,15,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,22,24,22,61,19,1,2,3,3,2,1
ISTM7542,31/07/1969,52,18/05/2020,5,18,"2,020",Europe,M,NA,Yes,No,Europe-M-NA-Yes-Yes,7,27,24,71,11,0,0,3,3,1,1
YOAB9038,05/02/1976,46,05/11/2020,11,5,"2,020",LATAM,F,High,No,No,LATAM-F-High-No-No,35,24,29,56,17,0,2,3,2,2,1
THPX7058,22/12/1983,38,14/05/2020,5,14,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,62,23,26,67,10,0,1,4,1,1,0
LHYZ5270,03/05/1982,40,,nan,nan,nan,APAC,M,High,Yes,No,APAC-M-High-Yes-Yes,5,23,26,62,18,0,1,4,3,3,1
ALCA8423,03/10/1977,44,,nan,nan,nan,APAC,M,NA,No,No,APAC-M-NA-No-No,17,22,23,75,13,0,0,2,3,2,1
HBCU4270,21/10/1984,37,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,55,23,23,71,18,0,3,4,3,2,1
RJOJ5392,12/07/1977,45,,nan,nan,nan,Europe,M,High,No,No,Europe-M-High-No-No,58,23,25,81,13,1,1,3,3,1,1
LHMU4990,27/03/1978,44,19/05/2020,5,19,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,5,20,25,46,19,0,2,3,2,1,-1
FBTB3041,14/06/1987,35,22/05/2020,5,22,"2,020",NA,M,High,No,No,NA-M-High-No-No,34,25,22,60,15,1,2,4,2,2,1
XTYE9323,18/07/1963,58,15/05/2020,5,15,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,51,26,20,86,17,0,3,4,2,2,1
RJYV4338,30/07/1985,36,21/05/2020,5,21,"2,020",AMESA,F,High,No,No,AMESA-F-High-No-No,19,19,22,48,22,0,3,4,3,2,1
HQPQ7869,12/06/1986,36,15/05/2020,5,15,"2,020",AMESA,M,High,Yes,No,AMESA-M-High-Yes-Yes,5,23,22,65,17,1,2,3,2,1,1
QYTG7840,30/04/1977,45,20/05/2020,5,20,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,6,24,28,100,15,-1,2,3,2,1,1
XFWD2031,20/11/1982,39,14/05/2020,5,14,"2,020",NA,M,NA,No,No,NA-M-NA-No-No,5,25,22,79,18,0,2,3,0,1,1
VARQ2236,31/03/1971,51,05/12/2020,12,5,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,56,28,22,78,23,-1,3,5,3,1,1
SHWZ4559,12/12/1965,56,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,6,26,21,74,22,1,3,3,2,2,1
XYLZ3532,28/08/1973,48,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,27,27,25,64,21,-1,2,4,2,1,1
IESJ6785,19/07/1961,60,21/05/2020,5,21,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,18,25,26,58,16,0,2,3,2,2,1
CAEL2443,18/09/1969,52,,nan,nan,nan,LATAM,M,NA,No,No,LATAM-M-NA-No-No,14,28,29,21,12,0,1,3,2,2,-1
JTIC2572,29/10/1973,48,,nan,nan,nan,APAC,M,Low,Yes,No,APAC-M-Low-Yes-Yes,8,27,26,83,14,0,1,2,1,1,1
PSAB4359,16/12/1977,44,13/05/2020,5,13,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,63,22,23,52,23,0,3,4,3,2,1
LSIS7050,19/11/1963,58,19/05/2020,5,19,"2,020",Europe,F,Low,No,No,Europe-F-Low-No-No,31,26,25,78,18,1,2,3,3,2,0
HOSF4410,03/09/1980,41,14/05/2020,5,14,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,43,25,23,79,17,0,3,4,2,2,1
JPLP2157,02/07/1965,57,15/05/2020,5,15,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,55,24,27,59,20,0,3,4,2,1,1
GZVV3635,09/02/1987,35,20/05/2020,5,20,"2,020",LATAM,M,NA,No,No,LATAM-M-NA-No-No,5,27,26,51,19,0,3,4,2,1,1
TXFR3966,06/06/1986,36,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,4,27,27,62,14,-1,1,3,1,1,1
ZKRI3483,30/08/1972,49,,nan,nan,nan,AMESA,M,Mid,Yes,No,AMESA-M-Mid-Yes-Yes,7,25,29,69,22,0,1,2,1,1,1
OVFX3856,08/06/1967,55,,nan,nan,nan,APAC,M,Low,No,No,APAC-M-Low-No-No,76,23,24,54,18,0,3,5,2,2,1
GJYJ5069,04/08/1977,44,22/05/2020,5,22,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,65,23,26,71,15,0,0,3,2,2,1
GCNT4107,28/04/1977,45,20/05/2020,5,20,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,52,23,21,59,21,0,3,4,2,1,-1
FCZU1680,16/10/1960,61,15/05/2020,5,15,"2,020",AMESA,M,High,No,No,AMESA-M-High-No-No,17,24,29,40,15,0,3,3,3,2,1
ZOPJ4150,07/10/1972,49,14/05/2020,5,14,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,24,26,22,79,9,1,1,3,3,1,1
LVLP3471,18/10/1973,48,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,8,21,25,70,7,0,0,2,2,1,1
PITP1536,11/12/1971,50,,nan,nan,nan,LATAM,M,High,No,No,LATAM-M-High-No-No,6,21,22,61,19,0,1,3,1,1,1
EMRO1171,14/04/1983,39,,nan,nan,nan,APAC,M,Mid,No,No,APAC-M-Mid-No-No,58,29,28,37,21,0,3,4,2,2,1
WIQG3829,04/07/1964,58,05/12/2020,12,5,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,18,23,24,49,23,0,0,3,3,2,1
IOQK9301,04/06/1982,40,21/05/2020,5,21,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,6,27,22,38,21,0,2,3,2,2,1
UDWS4289,09/08/1961,60,05/12/2020,12,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,4,27,24,79,19,0,1,3,2,1,1
GWSC4802,05/10/1985,36,,nan,nan,nan,NA,M,Low,No,No,NA-M-Low-No-No,7,25,24,39,15,0,2,3,2,1,1
KQAQ7578,24/11/1960,61,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,5,33,25,61,24,0,3,3,3,1,1
ELWY2781,04/07/1969,53,13/05/2020,5,13,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,23,22,29,66,16,0,1,3,3,1,-1
LSNX5570,20/02/1976,46,14/05/2020,5,14,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,45,27,21,58,19,0,3,4,3,2,1
AKXD3902,18/11/1964,57,18/05/2020,5,18,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,38,23,25,92,19,0,2,4,1,2,1
CWUH9050,01/03/1980,42,19/05/2020,5,19,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,59,22,28,67,20,0,1,3,0,1,1
NIOT4306,02/05/1968,54,15/05/2020,5,15,"2,020",NA,M,Low,Yes,No,NA-M-Low-Yes-Yes,25,24,25,70,19,0,1,3,1,1,1
RRNM3196,04/11/1963,58,05/11/2020,11,5,"2,020",NA,M,High,No,No,NA-M-High-No-No,15,24,26,61,19,0,1,2,3,1,0
IAHE7502,30/08/1966,55,,nan,nan,nan,NA,M,Mid,No,No,NA-M-Mid-No-No,60,23,22,81,23,1,3,5,1,2,1
WIHY8394,28/07/1975,46,05/11/2020,11,5,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,5,24,27,65,16,0,1,3,3,2,1
MNFP4371,03/01/1965,57,14/05/2020,5,14,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,57,23,25,55,16,1,2,4,3,1,1
UQII2853,19/11/1970,51,20/05/2020,5,20,"2,020",LATAM,M,Low,No,No,LATAM-M-Low-No-No,5,26,25,62,17,0,0,3,3,1,1
ELEA5169,06/01/1964,58,21/05/2020,5,21,"2,020",LATAM,F,Mid,Yes,No,LATAM-F-Mid-Yes-Yes,6,24,21,73,15,0,0,3,0,2,0
MXGD9320,25/09/1978,43,15/05/2020,5,15,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,13,29,26,57,18,0,1,3,1,1,-1
GSUA6556,11/04/1986,36,18/05/2020,5,18,"2,020",Europe,M,High,Yes,Yes,Europe-M-High-Yes-Yes,6,26,25,52,19,1,3,3,3,2,-1
HYQO8738,04/08/1966,55,18/05/2020,5,18,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,13,24,29,54,40,0,0,2,3,1,1
LKFJ1609,02/09/1978,43,14/05/2020,5,14,"2,020",Europe,F,Mid,No,No,Europe-F-Mid-No-No,24,27,27,74,9,0,0,4,2,0,1
ICXC9784,03/03/1961,61,18/05/2020,5,18,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,6,25,28,71,15,0,2,3,2,2,1
GPKK1075,02/06/1971,51,,nan,nan,nan,Europe,M,Mid,No,No,Europe-M-Mid-No-No,35,22,26,68,19,0,2,4,2,1,1
RCFL6666,06/05/1989,33,19/05/2020,5,19,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,53,27,22,94,89,-1,3,5,2,1,1
JHBQ8599,31/08/1971,50,,nan,nan,nan,LATAM,M,High,No,No,LATAM-M-High-No-No,34,26,21,82,20,0,3,4,3,2,1
WWWD2805,06/05/1983,39,20/05/2020,5,20,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,14,26,24,56,13,0,1,1,2,2,1
GIEM5412,15/01/1980,42,14/05/2020,5,14,"2,020",APAC,M,Low,No,No,APAC-M-Low-No-No,7,22,26,88,18,1,3,3,2,2,1
OBXP9950,14/06/1981,41,18/05/2020,5,18,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,6,17,23,53,15,0,0,2,2,2,0
GLCM9930,06/07/1986,36,15/05/2020,5,15,"2,020",APAC,M,NA,No,No,APAC-M-NA-No-No,30,23,26,74,10,1,0,3,2,2,1
LYHH6078,14/06/1964,58,,nan,nan,nan,LATAM,M,NA,No,No,LATAM-M-NA-No-No,6,28,27,68,21,0,3,3,2,2,-1
JNRR9883,13/01/1981,41,14/05/2020,5,14,"2,020",Europe,M,High,No,No,Europe-M-High-No-No,26,23,23,74,35,0,3,4,2,2,1
JYDH9576,03/05/1967,55,,nan,nan,nan,NA,M,High,No,No,NA-M-High-No-No,33,27,21,56,24,-1,3,4,2,1,1
LSTI7808,12/06/1980,42,,nan,nan,nan,AMESA,M,High,No,No,AMESA-M-High-No-No,47,30,22,71,15,0,3,4,2,2,1
OEWE1679,18/01/1968,54,05/11/2020,11,5,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,9,26,22,70,15,0,2,3,2,2,1
BNIO7140,04/07/1981,41,13/05/2020,5,13,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,7,26,29,69,21,-1,3,3,2,1,1
NZCP5181,27/01/1972,50,18/05/2020,5,18,"2,020",Europe,M,Low,No,No,Europe-M-Low-No-No,43,26,26,70,18,0,3,4,2,2,1
ALJV4309,13/02/1971,51,15/05/2020,5,15,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,31,28,26,82,22,0,2,4,2,2,1
CVOH4894,12/02/1987,35,05/11/2020,11,5,"2,020",AMESA,M,Mid,Yes,No,AMESA-M-Mid-Yes-Yes,9,24,25,84,19,0,3,3,2,1,1
ZDJI7009,01/03/1984,38,15/05/2020,5,15,"2,020",NA,M,Low,Yes,No,NA-M-Low-Yes-Yes,19,22,23,80,33,0,1,3,2,1,1
LVSQ8154,21/06/1987,35,05/12/2020,12,5,"2,020",APAC,F,NA,No,No,APAC-F-NA-No-No,8,24,22,66,12,0,0,2,1,2,1
COEQ9166,04/09/1975,46,05/11/2020,11,5,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,6,34,28,75,19,0,3,3,2,2,-1
FNCZ4498,22/05/1974,48,19/05/2020,5,19,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,61,28,21,72,20,0,2,4,3,1,1
BQBI5064,01/01/1968,54,20/05/2020,5,20,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,47,24,23,40,26,0,3,4,1,2,1
ATNE4796,02/04/1982,40,14/05/2020,5,14,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,12,25,26,100,15,-1,0,2,2,2,1
JBMT5770,16/07/1965,56,18/05/2020,5,18,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,7,25,23,46,20,0,2,3,1,2,1
AKCO7117,03/01/1979,43,05/12/2020,12,5,"2,020",APAC,M,Mid,No,No,APAC-M-Mid-No-No,28,25,29,73,14,1,1,4,2,2,1
RJWP4454,22/01/1966,56,22/05/2020,5,22,"2,020",LATAM,M,Mid,No,No,LATAM-M-Mid-No-No,9,23,24,62,20,1,0,1,1,2,1
VMAU8543,07/11/1962,59,15/05/2020,5,15,"2,020",AMESA,M,NA,No,No,AMESA-M-NA-No-No,11,26,27,68,72,0,3,3,0,1,1
QAMA1367,19/03/1987,35,22/05/2020,5,22,"2,020",NA,M,High,No,No,NA-M-High-No-No,10,22,23,72,11,0,1,3,1,1,1
XGEO2202,10/01/1986,36,20/05/2020,5,20,"2,020",NA,M,Low,No,No,NA-M-Low-No-No,46,28,22,78,19,0,2,3,0,1,1
IBMM2666,27/05/1975,47,18/05/2020,5,18,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,12,17,26,76,22,0,3,3,3,2,1
HSAR7669,12/06/1963,59,05/12/2020,12,5,"2,020",Europe,M,Mid,No,No,Europe-M-Mid-No-No,11,23,24,84,14,1,1,3,3,1,-1
IXXP1832,04/12/1967,54,21/05/2020,5,21,"2,020",LATAM,M,High,No,No,LATAM-M-High-No-No,19,23,22,75,22,0,3,4,3,2,1
RMZE3261,05/02/1977,45,13/05/2020,5,13,"2,020",AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,33,29,26,44,17,0,3,4,1,1,1
YHOX2017,24/04/1985,37,,nan,nan,nan,AMESA,M,Mid,No,No,AMESA-M-Mid-No-No,56,23,22,72,17,-1,0,3,2,1,1
DAIU2113,10/09/1977,44,14/05/2020,5,14,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,34,21,21,84,19,0,3,3,0,1,1
BRUE3589,14/05/1980,42,05/12/2020,12,5,"2,020",NA,M,Mid,No,No,NA-M-Mid-No-No,4,23,28,79,10,0,1,3,1,1,1
