,anonID,success_real,success_pred
1064,CPRZ2426,1,1
1065,TXQN6377,1,1
1066,IEBS5790,1,1
1067,JGCZ9618,1,1
1068,TIOF1847,1,1
1069,MEEJ6899,1,1
1070,DMYZ1525,1,1
1071,OJZM9402,1,1
1072,WKDE4012,1,1
1073,ZAZG6176,1,1
1074,LZPH4486,1,1
1075,KIOM2083,1,1
1076,ATTL5127,1,1
1077,XMOR8525,1,1
1078,NAFL3038,0,1
1079,GLHW5639,1,1
1080,BMOY1953,1,1
1081,KWNU8703,1,1
1082,NLCD2517,1,1
1083,VPMI9591,0,1
1084,PGJJ9165,1,1
1085,YYXV9808,1,1
1086,EMKA2295,1,1
1087,OFMT7185,1,1
1088,QFKK3962,1,1
1089,UMKH5325,1,1
1090,ZRIK9012,1,1
1091,ZREJ6634,1,1
1092,JYML7046,1,1
1093,TOAW7306,1,1
1094,VPBU5348,1,1
1095,BCPP9194,1,1
1096,WXRY3139,1,1
1097,TGKA9289,1,1
1098,KCST4186,1,1
1099,OXTL3075,1,1
1100,JJCY5514,1,1
1101,MGCW5456,1,1
1102,FWHQ7052,1,1
1103,FNRK9159,1,1
1104,NHPZ1194,1,1
1105,PCZU9331,1,1
1106,KUKQ6777,1,1
1107,ZQXG5594,1,1
1108,EGQA9408,1,1
1109,IJET7481,1,1
1110,YNUE8090,1,1
1111,IBDK7273,1,1
1112,OIJF4409,1,1
1113,GHVE3932,1,1
1114,EFIJ7211,1,1
1115,HQHA9994,1,1
1116,CCNS6011,1,1
1117,FGOC3436,1,1
1118,CUCO9234,1,1
1119,VTKR1019,1,1
1120,UDCY5431,1,1
1121,YAAL6585,1,1
1122,DJBZ6434,1,1
1123,FUYV2018,1,1
1124,TXWW3550,1,1
1125,EIBM8568,1,1
1126,YZXW3523,1,1
1127,JDYJ4715,1,1
1128,HXBQ6900,1,1
1129,KKAN2612,1,1
1130,KSUF8823,1,1
1131,VBND8763,1,1
1132,YYSA3006,1,1
1133,ZZJK9407,1,1
1134,GNEH6627,1,1
1135,IXXP1832,1,1
1136,TDJR8537,1,1
1137,FQDU1711,1,1
1138,LMSB3043,1,1
1139,TZZT6856,1,1
1140,VAUR8490,1,1
1141,AISK3302,1,1
1142,UPRX4644,1,1
1143,ZXNR4239,1,1
1144,SJRW3371,1,1
1145,QRQY4720,1,1
1146,RYIF3890,1,1
1147,YNPQ5681,1,1
1148,SOXG2960,1,1
1149,AUDR1211,1,1
1150,KDNT3973,1,1
1151,LHMH6671,1,1
1152,VIOA2143,0,1
1153,AXYY3019,1,1
1154,BCEK8943,1,1
1155,TPDY6803,1,1
1156,FRLI2815,1,1
1157,WPBJ1584,1,1
1158,VGVC8599,1,1
1159,MGJK5752,1,1
1160,STYQ6473,1,1
1161,TMSI2462,1,1
1162,QLFO7284,1,1
1163,LRNL3903,1,1
1164,UBQN1932,1,1
1165,WEOK5722,1,1
1166,AGXK5558,1,1
1167,FXTH3229,1,1
1168,CPTL6362,1,1
1169,IDQB3911,1,1
1170,ACWW9114,1,1
1171,AJBH7040,1,1
1172,LXLP6181,1,1
1173,VDDA1354,1,1
1174,CUMP2853,1,1
1175,XACR9944,1,1
1176,DZPE2330,1,1
1177,FMEI5427,1,1
1178,WOGM5506,1,1
1179,MYGE7475,1,1
1180,SQRS3779,1,1
1181,VDHA1499,1,1
1182,PDGT6072,1,1
1183,QXDA2432,1,1
1184,YQHG3172,1,1
1185,LRVM4999,1,1
1186,EMNF2640,1,1
1187,QFCR9849,1,1
1188,HULS8616,1,1
1189,MJSG1622,1,1
1190,TYPW7623,1,1
1191,KTEQ8806,1,1
1192,CSGQ3354,1,1
1193,MOAQ2359,1,1
1194,RLFQ6195,1,1
1195,IPFX7819,1,1
1196,VSMM3230,1,1
1197,GHLT2348,1,1
1198,RCQC9250,1,1
1199,BFWM1402,1,1
1200,UWWS5127,1,1
1201,KLYQ3062,1,1
1202,RNDC8554,1,1
1203,PMCJ8546,1,1
1204,VETI3084,1,1
1205,DQLF5992,1,1
1206,YYKG6030,1,1
1207,JBDF6791,1,1
1208,QUGW2161,1,1
1209,KYUZ7039,1,1
1210,JAEV8005,1,1
1211,UALM9191,1,1
1212,FJZM8980,1,1
1213,IYLN9736,1,1
1214,BUVO3832,1,1
1215,TFRR7967,1,1
1216,QSNP6053,1,1
1217,AERJ9772,1,1
1218,RVJU6904,1,1
1219,YIVD6239,1,1
1220,GYHD2391,1,1
1221,SYXO3842,1,1
1222,DVSB1819,1,1
1223,CPKY5506,1,1
1224,OPBI8421,1,1
1225,ZOCD5026,1,1
1226,UVQN8539,1,1
1227,AWKY4000,1,1
1228,WUZX5863,1,1
1229,ZIMI4200,1,1
1230,VFOE1647,1,1
1231,FFIC6370,1,1
1232,FNGF7358,1,1
1233,IAHS8446,1,1
1234,NRXW2330,1,1
1235,JHNE5947,1,1
1236,QCWQ8709,1,1
1237,MXXK6452,1,1
1238,XIOM9784,0,1
1239,SOZH6341,1,1
1240,YANC4672,1,1
1241,LOSA4342,1,1
1242,KSPW7284,1,1
1243,LCDV1366,1,1
1244,NMJE5102,1,1
1245,GTBF7497,1,1
1246,FLJA2476,1,1
1247,SEXX9360,1,1
1248,QEGD4630,1,1
1249,NMYZ3794,1,1
1250,ASRW6121,1,1
1251,EPFE6003,1,1
1252,NWKT5326,1,1
1253,SDJL3226,1,1
1254,NUJU2274,1,1
1255,KYAJ3787,1,1
1256,HYMY2887,1,1
1257,BUTA7227,1,1
1258,ZBWQ2764,1,1
1259,SFSS9054,1,1
1260,TSKA3594,1,1
1261,EXBN9010,1,1
1262,PLDY1469,1,1
1263,WHXK5866,1,1
1264,EHFR6420,1,1
1265,KAEF6746,1,1
1266,ESTL4384,1,1
1267,NTTB9659,1,1
1268,WBSL6247,1,1
1269,FNKM9393,1,1
1270,ABAB6523,1,1
1271,BQDC9325,1,1
1272,DGBX8090,1,1
1273,RSCH7828,1,1
1274,QTXE2090,1,1
1275,AADP2289,1,1
1276,XPSX9790,1,1
1277,AGIX5406,1,1
1278,MUPF5977,1,1
1279,FYCT3830,1,1
1280,WOOX3093,1,1
1281,ECCH3883,1,1
1282,OXMX8652,1,1
1283,MQJN4096,1,1
1284,QIEA6828,1,1
1285,WUQI6702,1,1
1286,SDFM8220,1,1
1287,RQTX9282,1,1
1288,RUIS6998,1,1
1289,UZOP1991,1,1
1290,BIQW3761,1,1
1291,INEV8164,1,1
1292,TQRQ3930,1,1
1293,UXAT5209,1,1
1294,XDKU1387,1,1
1295,GXKP7599,1,1
1296,URJG1902,1,1
1297,RRON5230,1,1
1298,CBGT4815,1,1
1299,WWML3423,1,1
1300,JIVF4417,1,1
1301,BBUS5216,1,1
1302,URTN3832,1,1
1303,RIHE1445,1,1
1304,MDWE9290,0,1
1305,SPUG2463,1,1
1306,KNQN2253,1,1
1307,PMGW8733,1,1
1308,JDGF6732,1,1
1309,KEWC9460,1,1
1310,XQSH4574,1,1
1311,YOZA6224,1,1
1312,QUGK6126,1,1
1313,AYKF1353,1,1
1314,HQYA1299,1,1
1315,HTYI5865,1,1
1316,CWMO5730,1,1
1317,ZKAV9989,1,1
1318,NEXY4426,1,1
1319,XVBK7279,1,1
1320,RBFJ4506,1,1
1321,TVLE5568,1,1
1322,VDWQ1132,1,1
1323,EOFO7787,1,1
1324,RGJH4148,1,1
1325,LRBG9114,1,1
1326,XLNG8426,1,1
1327,GETA5308,1,1
1328,BBKI9037,1,1
1329,VVPA3880,1,1
1330,XWGJ5301,1,1
1331,KAGM3145,1,1
1332,YDIC6363,1,1
1333,XDWR3634,1,1
1334,EZLL8268,1,1
1335,VFTO5840,1,1
1336,QGBQ6375,1,1
1337,YBFX7170,1,1
1338,LAWD5927,0,1
1339,EOKX7753,1,1
1340,TYCA5545,1,1
1341,YADG1294,1,1
1342,BREG5314,1,1
1343,CHUJ8122,1,1
1344,FTRS3919,1,1
1345,KLTK6777,1,1
1346,RCHR6422,1,1
1347,QQVL3601,1,1
1348,EZUO5600,1,1
1349,SQYO1853,1,1
1350,JWNC7074,0,1
1351,DQXD9544,1,1
1352,RJDW6254,1,1
1353,YBLM5619,1,1
1354,PEOX9417,1,1
1355,XLOH5826,1,1
1356,ZFWO5499,0,1
1357,XYHJ5860,1,1
1358,GJPL4031,1,1
1359,AGXC7467,1,1
1360,MLQJ1061,1,1
1361,RQTV4049,1,1
1362,GYRT8122,1,1
1363,MZLL4537,1,1
1364,BYXI7424,1,1
1365,ERQL4758,1,1
1366,JFIM8646,1,1
1367,EXRU3068,1,1
1368,SSRY4167,1,1
1369,LCLH1986,1,1
1370,BLLX4070,1,1
1371,EOSU9085,1,1
1372,SEMV3121,1,1
1373,PTOC3796,1,1
1374,KAOA6111,1,1
1375,PLWS4460,1,1
1376,ZKRA6885,1,1
1377,ILUD1106,1,1
1378,QPHW6946,1,1
1379,SZCM3724,1,1
1380,EBGC2168,1,1
1381,WAVZ1156,0,1
1382,UMFJ2360,1,1
1383,SZFH8011,1,1
1384,NAMN9246,1,1
1385,HZTM3066,1,1
1386,FACZ1485,1,1
1387,RTBE7235,1,1
1388,GPFF6200,1,1
1389,LNBV3507,1,1
1390,RIPS3715,1,1
1391,WFXJ4783,1,1
1392,BOLK6614,1,1
1393,TFKP6124,1,1
1394,PCSI8219,1,1
1395,TBPC7646,1,1
1396,QVLH9237,1,1
1397,IGGC1667,1,1
1398,NKUE9985,1,1
1399,UAUI6552,1,1
1400,CXGE1134,1,1
1401,LNQF5546,1,1
1402,AGHH1115,1,1
1403,KQDC3436,1,1
1404,WOCV8838,0,1
1405,GZFQ6082,1,1
1406,UFXX1461,1,1
1407,ZPBZ5479,1,1
1408,JIWM8892,1,1
1409,DOGO6731,1,1
1410,EJUD2342,1,1
1411,ZMSP7907,1,1
1412,GIDP3915,1,1
1413,RKKB9168,1,1
1414,FXUB4171,1,1
1415,OTHH1188,0,1
1416,VUOT6943,1,1
1417,OTNM2048,1,1
1418,ZDZM5251,1,1
1419,BOSO1477,1,1
1420,XWOJ3428,1,1
1421,MWXB1861,1,1
1422,VXPY5375,0,1
1423,QDKS9345,1,1
1424,KPLK9122,1,1
1425,GWMK1755,1,1
1426,HSBW6690,1,1
1427,PTUO8223,1,1
1428,GKGV9156,1,1
1429,KFME1737,1,1
1430,CSDG3402,1,1
1431,HIPH1383,1,1
1432,JAFL4979,1,1
1433,FKFC8948,1,1
1434,WDOW7106,1,1
1435,ESPL3974,1,1
1436,IAUP7302,1,1
1437,TRYY1600,1,1
1438,MFMO4050,1,1
1439,NHOH6159,1,1
1440,KNVQ2315,1,1
1441,XAKB6656,1,1
1442,FJUA7248,1,1
1443,XBYT5332,1,1
1444,OJRN1202,1,1
1445,WTAL4449,1,1
1446,KEAI1712,1,1
1447,ETTG7821,1,1
1448,SMTX1847,1,1
1449,JRFS2807,1,1
1450,FHJU4232,1,1
1451,FTIY5669,1,1
1452,YJSM4337,1,1
1453,UTAB3460,1,1
1454,MBWA4472,1,1
1455,MWWI5624,1,1
1456,COBA2802,1,1
1457,RKCO6397,1,1
1458,ZBAA2205,0,1
1459,TZED8169,1,1
1460,NGBB3494,1,1
1461,CCIW8695,1,1
1462,UUUX7597,1,1
1463,FFQY3438,1,1
1464,XNLM3588,1,1
1465,NXKO6272,1,1
1466,YNTU5798,1,1
1467,QDZL3544,1,1
1468,RSGR2261,1,1
1469,WVNS2567,0,1
1470,BRJA4646,1,1
1471,EEXF4226,1,1
1472,DJAU4550,1,1
1473,WBJP5653,1,1
1474,TCRH2688,1,1
1475,SMPN7863,1,1
1476,QSBY7609,1,1
1477,RMMT7530,1,1
1478,LKNX8195,1,1
1479,NNGD8442,1,1
1480,HPXK3817,1,1
1481,MCCP2507,1,1
1482,TLDZ3060,1,1
1483,QTML5414,1,1
1484,UOSN5077,1,1
1485,DBRJ8092,1,1
1486,RYNJ2878,1,1
1487,XHWK5520,1,1
1488,HTQR2287,1,1
1489,RNFX8500,1,1
1490,FMLZ7482,1,1
1491,CMBR1556,1,1
1492,WICM8117,1,1
1493,FAJP2566,1,1
1494,WFLR7615,1,1
1495,IWJB9715,1,1
1496,VMHX1164,1,1
1497,SYSS8551,1,1
1498,LMNC4507,1,1
1499,JVLF7879,1,1
1500,BPFT9423,1,1
1501,NNMT9114,1,1
1502,ROFX4692,1,1
1503,CIVV8674,1,1
1504,UUGE3575,1,1
1505,PJJM1327,1,1
1506,YSEN9896,1,1
1507,FBFQ4211,1,1
1508,HXWB2747,1,1
1509,JZBQ9232,1,1
1510,ZUJI6640,1,1
1511,WWTO6275,1,1
1512,YPKN7796,1,1
1513,SHKM8777,1,1
1514,KAIK2788,1,1
1515,IWLL4295,1,1
1516,WRCV2206,1,1
1517,YUWW2869,1,1
1518,WIHJ9341,1,1
1519,NXNL4860,1,1
1520,ENFR2353,1,1
1521,ROME7726,1,1
1522,OPJT2779,1,1
1523,IRQZ3980,1,1
1524,FCRP7149,1,1
1525,JDLF6799,1,1
1526,NOPG9176,1,1
1527,WEVO2228,1,1
1528,CUVO8812,1,1
1529,OBFT7152,1,1
1530,CSWF5798,1,1
1531,CKBK2466,1,1
1532,EBIS1862,1,1
1533,DEEK5491,0,1
1534,DNKD1292,1,1
1535,LNFI2642,1,1
1536,CYXI6538,1,1
1537,SNBC1303,1,1
1538,KYEG1302,1,1
1539,JMWG5484,1,1
1540,RZHR3537,1,1
1541,ARUT3762,1,1
1542,EBRY5710,1,1
1543,OEDW6436,1,1
1544,AHVK8857,1,1
1545,UDVO1663,1,1
1546,FUPU7354,1,1
1547,NQSO5602,1,1
1548,VFTL1354,1,1
1549,XCGG4248,1,1
1550,JDVC5655,1,1
1551,AHJV2508,1,1
1552,UYTX8166,1,1
1553,RSSH6892,1,1
1554,ZCIX9599,1,1
1555,ICLH7637,0,1
1556,IKIY9999,1,1
1557,ICHO6312,1,1
1558,RWGA3181,1,1
1559,WABK1120,1,1
1560,SIAS6509,1,1
1561,JRCD9506,1,1
1562,YPIF6338,1,1
1563,THPL4135,1,1
1564,MZUE4974,1,1
1565,KVRH1049,1,1
1566,OYAN6160,1,1
1567,UBDW4331,1,1
1568,ZZCX6580,1,1
1569,HQAW5323,1,1
1570,YAVD5491,1,1
1571,PLSL9590,1,1
1572,HQVO8400,1,1
1573,IVVK1952,1,1
1574,RMWO6344,1,1
1575,VBYJ8336,1,1
1576,CMRM7255,1,1
1577,DCGK1729,1,1
1578,DLOI5474,1,1
1579,XJRL9505,1,1
1580,RSCZ1082,1,1
1581,UCLO3465,0,1
1582,NFQL4922,1,1
1583,AFUK5852,1,1
1584,NWJH5998,1,1
1585,PIJX8166,1,1
1586,EVDP4302,1,1
1587,MOEQ3313,1,1
1588,HSNA3412,1,1
1589,XIYX7229,1,1
1590,QCGD6262,1,1
1591,GZKU6517,1,1
1592,JXCZ8590,1,1
1593,DPKT7082,1,1
1594,LBGM1489,1,1
1595,KKIX9466,1,1
1596,ZPRG4112,1,1
1597,JKDT5192,1,1
1598,BOIL2978,1,1
1599,JIWU6815,1,1
1600,CBMQ5560,1,1
1601,QJBU5179,1,1
1602,OTBG4015,1,1
1603,RIAN7721,1,1
1604,PXRY1413,1,1
1605,UTDC8919,1,1
1606,TGEJ1352,1,1
1607,AFLR9462,1,1
1608,PZBC5610,1,1
1609,GKIN1416,1,1
1610,MSLH8534,1,1
1611,SYGF6149,1,1
1612,ZGHM9032,1,1
1613,HVKB8564,1,1
1614,HAVE2325,1,1
1615,EJPR1421,1,1
1616,JANF3936,1,1
1617,UQII2853,1,1
1618,WNTA5420,1,1
1619,BDOM4180,1,1
1620,BQBH1218,1,1
1621,IZDK4009,1,1
1622,YCJF5785,1,1
1623,LRFB9438,1,1
1624,NTLX2723,1,1
1625,SFAA4176,1,1
1626,GJIK1393,1,1
1627,EYKZ2876,0,1
1628,KMJN3448,1,1
1629,GAZL1675,1,1
1630,JOFG6759,1,1
1631,RLQH7989,1,1
1632,IEWA9541,1,1
1633,ICUN9524,1,1
1634,WNMO4659,1,1
1635,QFMX2413,1,1
1636,ADVA8081,1,1
1637,PAWP1136,1,1
1638,OOXP6241,1,1
1639,RQVU6658,1,1
1640,BPYI7018,1,1
1641,CIFB2222,1,1
1642,LIGD3016,1,1
1643,WZYG9070,1,1
1644,KYXJ2236,0,1
1645,DBSS6488,1,1
1646,LPVC5413,1,1
1647,JYCO9338,1,1
1648,FVBH3477,1,1
1649,KZFB1104,1,1
1650,QMXP6295,1,1
1651,PINM6776,1,1
1652,LDYF3732,1,1
1653,JDXQ2043,1,1
1654,LCMW2720,1,1
1655,MWOF9829,1,1
1656,TDJV1891,1,1
1657,FBIJ7468,1,1
1658,LCZX4954,1,1
1659,WVLT6557,1,1
1660,GRFX2141,1,1
1661,MCDN9663,0,1
1662,FMIC9705,1,1
1663,HNAZ7847,1,1
1664,IYXP4794,1,1
1665,RDKE7945,1,1
1666,LHXA3604,1,1
1667,LGRR9995,1,1
1668,AKGC8290,1,1
1669,JTKA6051,1,1
1670,LAUC4315,1,1
1671,KYCD8390,1,1
1672,WBUH2748,1,1
1673,VNYY6247,1,1
1674,MCTV8998,1,1
1675,MQWG9296,1,1
1676,HGLK4639,1,1
1677,DTHR8348,1,1
1678,WUMN1490,1,1
1679,QMMU9096,1,1
1680,BWRU2367,1,1
1681,YRMY3935,1,1
1682,CYWZ6404,1,1
1683,OCQA1119,1,1
1684,PXJF9758,1,1
1685,CBWG2079,1,1
1686,LKBW8026,1,1
1687,HIRK6873,1,1
1688,XBVQ9553,1,1
1689,WSJU4886,1,1
1690,YLSB8955,1,1
1691,JMCJ4747,1,1
1692,XPCD6256,1,1
1693,LDOZ2657,1,1
1694,WNZE8290,1,1
1695,WWUM6529,1,1
1696,MSQC3307,1,1
1697,EDPW1316,1,1
1698,INWY6861,1,1
1699,BGQB4970,1,1
1700,YORA2158,1,1
1701,CJEN1967,1,1
1702,VMBF5205,1,1
1703,AKCQ1641,1,1
1704,LFJC2825,1,1
1705,GGFY3806,1,1
1706,AXIG9567,1,1
1707,FTDB1865,1,1
1708,RAXB2277,1,1
1709,FMST8078,1,1
1710,LSBZ7900,1,1
1711,ZEPL8513,1,1
1712,HLBL8502,1,1
1713,CEGU6460,1,1
1714,JMRA1128,1,1
1715,ZAPU9793,1,1
1716,QTED6537,1,1
1717,ONDP8406,1,1
1718,CDCN9159,1,1
1719,DLDI3284,1,1
1720,VVUN8940,1,1
1721,HSTM5968,1,1
1722,DKGO1065,1,1
1723,EIWI3771,1,1
1724,TCTB5792,1,1
1725,AXOL7542,1,1
1726,UHOT9299,1,1
1727,LNDV5644,1,1
1728,QXUG5451,1,1
1729,CETS6501,1,1
1730,LUZC9819,1,1
1731,WDNG5715,1,1
1732,QBMT8058,1,1
1733,NXFC4696,1,1
1734,KOGX3063,1,1
1735,CVLA5208,0,1
1736,QYFT2886,1,1
1737,WOKD2924,1,1
1738,ETJU5077,1,1
1739,NAGY1154,1,1
1740,YNHX6312,1,1
1741,OXUP5503,1,1
1742,PQFG4294,1,1
1743,ERIN5256,1,1
1744,NOAC4722,1,1
1745,KRYK1886,1,1
1746,TGUN3100,1,1
1747,TKIS1036,1,1
1748,EDLO7960,1,1
1749,YQLW3449,1,1
1750,WLDQ3895,1,1
1751,KHAG5271,1,1
1752,SQAW8981,1,1
1753,XSKA2603,1,1
1754,NEJK1986,1,1
1755,KCEP3676,1,1
1756,UYHR4701,1,1
1757,YXCL6294,1,1
1758,SVIR3449,1,1
1759,JJZK1545,1,1
1760,ZUTV2336,1,1
1761,SOGA5046,1,1
1762,HDJI1719,1,1
1763,ESRX5273,1,1
1764,UTBW5614,1,1
1765,AWRJ8504,1,1
1766,UEVR9581,1,1
1767,ZGAA7666,1,1
1768,XNOO9746,1,1
1769,WFTU8949,1,1
1770,XXJO9004,1,1
1771,OFBX3701,1,1
1772,HAAF8441,0,1
1773,GVTB6141,1,1
1774,ILXG9718,1,1
1775,MVFT6090,1,1
1776,XVTW2142,1,1
1777,PBUP4844,1,1
1778,MNFY8096,1,1
1779,UIFX4177,1,1
1780,ABYF9861,1,1
1781,VCLM8165,1,1
1782,AXFD2145,1,1
1783,RUKQ4570,1,1
1784,XVAB9258,1,1
1785,NKSB2426,1,1
1786,QNUL7875,1,1
1787,UMEQ8963,1,1
1788,XMOS7619,1,1
1789,CHDR2689,1,1
1790,JWPU7933,1,1
1791,PLFI5593,1,1
1792,UIBN9795,1,1
1793,WYLS9071,1,1
1794,UGNF2827,1,1
1795,CORG3934,1,1
1796,XETW5014,1,1
1797,JAWI3138,1,1
1798,LGWK4676,1,1
1799,CXIB1911,0,0
1800,SGVK9324,1,1
1801,WXDB4710,1,1
1802,YWAE8650,1,1
1803,GLBK5191,1,1
1804,LZEM9259,1,1
1805,MAQY4934,1,1
1806,WKRY2130,1,1
1807,XCVA2880,1,1
1808,ELLR2688,1,1
1809,RRBT7251,1,1
1810,PWFM1860,1,1
1811,ULIE2154,1,1
1812,NWSI6753,1,1
1813,AIPB1182,1,1
1814,HDZW7534,1,1
1815,LFZN1490,1,1
1816,ZCZF4993,1,1
1817,RTHP5882,1,1
1818,WJUQ2463,1,1
1819,QRXT1384,1,1
1820,CHOW8461,1,1
1821,GGMT3311,1,1
1822,UTHZ8380,1,1
1823,DQAP4028,1,1
1824,NLOI3985,1,1
1825,NKBR8036,1,1
1826,OKGA2520,1,1
1827,QBGS8555,1,1
1828,VDTE8117,0,1
1829,PXLT6244,1,1
1830,MNQW8119,1,1
1831,KIRT7703,1,1
1832,OJBJ4894,1,1
1833,YKDS7088,1,1
1834,UMMI2270,1,1
1835,FDKW9440,1,1
1836,ZGDQ5107,1,1
1837,BUZT1016,1,1
1838,EENA5465,1,1
1839,KTKV5253,1,1
1840,ICFY9822,1,1
1841,OBUM9872,1,1
1842,PAXD7450,1,1
1843,EPCR8641,1,1
1844,FSYE1398,1,1
1845,UFCX7814,1,1
1846,YCKR3106,1,1
1847,GECT9175,1,1
1848,CEPG5515,1,1
1849,NXRQ2923,1,1
1850,OICW3197,0,1
1851,LWXY9909,1,1
1852,HXIQ2429,1,1
1853,IBQA9530,1,1
1854,MFGL2059,1,1
1855,MHFM1905,1,1
1856,BBAB8598,1,1
1857,ZAXQ8959,1,1
1858,JOBY7106,1,1
1859,BFPM5230,1,1
1860,WZKO9811,1,1
1861,LIBS9937,1,1
1862,CLNB9156,1,1
1863,KLKQ7666,0,1
1864,TGVH2422,1,1
1865,YKGR7936,1,1
1866,FFEM9928,1,1
1867,HDJD4571,1,1
1868,TAQA8516,1,1
1869,VRUU8010,1,1
1870,ONZV5334,0,1
1871,AZKJ6233,1,1
1872,LTAU4357,1,1
1873,VSNV3578,1,1
1874,LPOF8342,1,1
1875,CWMF3273,1,1
1876,OCYP2107,1,1
1877,OZHM9917,1,1
1878,NVWH4603,1,1
1879,UXZJ1888,1,1
1880,QKBO2612,1,1
1881,LAIZ2088,1,1
1882,LQWU5154,1,1
1883,LYIE9667,1,1
1884,GRGI7280,1,1
1885,FGFH1638,1,1
1886,TWQP4688,1,1
1887,GKYS1330,1,1
1888,UJNG3796,1,1
1889,FVNX8030,1,1
1890,TIOC8324,1,1
1891,HFHI7821,1,1
1892,LFDB7659,1,1
1893,WFUI6387,1,1
1894,TGGL3249,1,1
1895,LSGZ9433,1,1
1896,NJNG9903,1,1
1897,OFZS4846,1,1
1898,UDZO6056,1,1
1899,KCPT2535,1,1
1900,YPWF4998,1,1
1901,YHDF6340,1,1
1902,LKHY4301,1,1
1903,WMUU7618,1,1
1904,TZOU5646,1,1
1905,DDNA9347,1,1
1906,BLWM9751,1,1
1907,WSWZ4207,1,1
1908,LKMR4361,1,1
1909,NTIV4384,1,1
1910,UMUD4384,1,1
1911,GLMS8244,1,1
1912,VVMD6967,1,1
1913,GVZJ7259,1,1
1914,MMPQ8291,1,1
1915,ABSO2433,1,1
1916,MGJP3711,1,1
1917,ONNX6719,1,1
1918,UQMJ8580,1,1
1919,JULR6990,1,1
1920,NAQK7724,1,1
1921,SPOM2962,1,1
1922,IVJB1440,1,1
1923,IGAE3525,1,1
1924,YGQD4005,1,1
1925,XFQB5803,1,1
1926,VGEM6377,1,1
1927,LQYB5700,1,1
1928,DHED2976,1,1
1929,LCFH9317,1,1
1930,JKSP7683,1,1
1931,FOIA4956,1,1
1932,RWAC2018,1,1
1933,YGEH2146,1,1
1934,UVBU6314,0,1
1935,OUVF2140,1,1
1936,TFOL9062,1,1
1937,TVXL6484,1,1
1938,NUQE1916,1,1
1939,IUHY7254,1,1
1940,LPGT5477,1,1
1941,LYOJ6012,1,1
1942,MJRE3605,0,1
1943,WLMD2406,1,1
1944,ZIWA4979,1,1
1945,FVEA7634,1,1
1946,JLTK7661,1,1
1947,CYZT8394,1,1
1948,LHGE3710,1,1
1949,AVFZ2612,1,1
1950,XIWP3103,1,1
1951,XMHY5147,1,1
1952,TZWZ7331,1,1
1953,ZCKF4900,1,1
1954,KMVR4220,1,1
1955,HDQJ4687,1,1
1956,PJHJ6528,1,1
1957,YQPA7491,1,1
1958,WISP5529,1,1
1959,DHOF1221,1,1
1960,BFAQ4399,1,1
1961,YOCL1383,1,1
1962,VPBD8811,1,1
1963,CHXS5380,1,1
1964,YTYL6513,1,1
1965,MNYD9532,1,1
1966,OPLS8616,1,1
1967,EREE7652,1,1
1968,EJZX1915,1,1
1969,TKTM3398,1,1
1970,QUEH2840,1,1
1971,REGX4244,1,1
1972,YLQT2089,1,1
1973,UWHR5969,1,1
1974,HYYZ3822,1,1
1975,RFUX9796,1,1
1976,MDYN9806,1,1
1977,QATD7307,1,1
1978,FKZE4513,1,1
1979,ILSL8227,1,1
1980,QACE2737,1,1
1981,TWHS1805,1,1
1982,XYNV7142,1,1
1983,VIXG6831,1,1
1984,LYSO6511,1,1
1985,UCOI1166,1,1
1986,EOZK9742,1,1
1987,IDJH7975,1,1
1988,FXYR5999,1,1
1989,MBNC8577,1,1
1990,EIAJ4783,1,1
1991,UGSG1479,1,1
1992,CBAZ7236,1,1
1993,JDVV8451,1,1
1994,HATK9864,1,1
1995,JHQP8946,1,1
1996,BPCX2091,1,1
1997,QRYE7547,1,1
1998,FUGA8820,1,1
1999,WVHY3230,1,1
2000,IQQZ7201,1,1
2001,LKTY9367,1,1
2002,YMXP7926,1,1
2003,BUCN4806,1,1
2004,RPZN8417,1,1
2005,GZKD1343,1,1
2006,MWNP5668,1,1
2007,BPHK1866,1,1
2008,QQPT5871,1,1
2009,CDYA6691,1,1
2010,GGWU3395,0,1
2011,HKSH4486,1,1
2012,BFQT3985,1,1
2013,TOJV3237,1,1
2014,KWTU1892,1,1
2015,DWUA9527,1,1
2016,SJFC3579,0,1
2017,FBQP2656,1,1
2018,BRPY8760,1,1
2019,WKVK5744,1,1
2020,LZWD1138,1,1
2021,OOEP8853,1,1
2022,GWUY6663,1,1
2023,NNTA1382,1,1
2024,LGIY9056,1,1
2025,PEZS2309,0,1
2026,MNWY4276,1,1
2027,XSQH8870,1,1
2028,NHZA5834,1,1
2029,TSUZ9575,1,1
2030,ODCR5437,1,1
2031,MNYK3721,1,1
2032,CUQI4943,1,1
2033,XYCG1428,1,1
2034,VBBD9256,1,1
2035,JRHV9773,1,1
2036,NSWF5578,1,1
2037,LRCV4442,1,1
2038,MDPG5388,1,1
2039,PYIR8529,1,1
2040,IZUX4115,1,1
2041,XQZA7650,1,1
2042,IOQC9103,1,1
2043,KGSN8894,1,1
2044,JRIM1833,0,1
2045,TKTL6724,1,1
2046,GIOB7068,1,1
2047,PONU1148,1,1
2048,IIHT9565,1,1
2049,TDGY6071,1,1
2050,HZSR1631,1,1
2051,VDAV5549,1,1
2052,EPPK8239,1,1
2053,KGXA9700,1,1
2054,IFYR1592,1,1
2055,XOXV1308,1,1
2056,YDFC6017,1,1
